Вулиця;Кількість недобудов на вулиці;№ буд.;Рік;Кількість недобудов за рік;Матеріали;Рейтинг матеріалів;Кількість поверхів;Висота стелі;Стан
просп. Перемоги;2;41А;1970;0;к/б панель;1.70;21;2.66;Зданий
просп. Перемоги;2;42;1963;0;з/б панель,утеплювач;2.40;6;2.47;Зданий
просп. Перемоги;2;43;1992;0;газоблок,цегла сілікатна;2.90;8;3.15;Зданий
просп. Перемоги;2;43А;2004;0;з/б панель,цегла сілікатна;3.20;2;2.47;Зданий
просп. Перемоги;2;43Б;2016;2;утеплювач,цегла,керамблок;3.90;1;3.16;Зданий
просп. Перемоги;2;44;1995;0;газоблок;1.40;10;2.71;Зданий
просп. Перемоги;2;45;1989;0;цегла сілікатна,шлакоблок;2.50;18;2.65;Зданий
просп. Перемоги;2;46;1985;0;цегла;2.00;8;3.09;Зданий
просп. Перемоги;2;47;1969;0;вентильований фасад,цегла сілікатна,утеплювач;3.10;10;2.61;Зданий
просп. Перемоги;2;47А;1988;0;к/б панель;1.70;15;3.12;Зданий
просп. Перемоги;2;48;1986;0;керамблок;1.20;1;3.19;Зданий
просп. Перемоги;2;48А;2003;1;цегла сілікатна,цегла;3.50;20;3.12;Зданий
просп. Перемоги;2;48Б;1967;0;цегла;2.00;2;2.44;Зданий
просп. Перемоги;2;49;1965;0;газоблок,керамблок;2.60;23;2.45;Зданий
просп. Перемоги;2;5;2016;2;к/б панель,цегла;3.70;15;2.99;Зданий
просп. Перемоги;2;50;1986;0;з/б панель;1.70;8;2.97;Зданий
просп. Перемоги;2;51;1995;0;утеплювач,вентильований фасад;1.60;4;2.97;Зданий
просп. Перемоги;2;51А;1976;0;шлакоблок;1.00;9;2.58;Зданий
просп. Перемоги;2;52;2001;0;з/б панель;1.70;12;2.83;Зданий
просп. Перемоги;2;53;1965;0;цегла,з/б панель;3.70;4;2.48;Зданий
просп. Перемоги;2;53А;1982;0;цегла сілікатна;1.50;20;3;Зданий
просп. Перемоги;2;54А;2014;5;газоблок;1.40;23;3.17;Зданий
просп. Перемоги;2;55;1991;0;вентильований фасад,газоблок,з/б панель;4.00;8;2.75;Зданий
просп. Перемоги;2;55А;1997;0;цегла,цегла сілікатна;3.50;23;2.93;Зданий
просп. Перемоги;2;56;2015;2;шлакоблок;1.00;22;2.68;Зданий
просп. Перемоги;2;57;2005;2;к/б панель;1.70;6;2.76;Зданий
просп. Перемоги;2;57А;1969;0;вентильований фасад,шлакоблок,утеплювач;2.60;1;3.11;Зданий
просп. Перемоги;2;58;2007;1;монолітно-каркасний;1.30;9;3.15;Зданий
просп. Перемоги;2;59;1964;0;керамблок;1.20;19;2.63;Зданий
просп. Перемоги;2;5А;1989;0;монолітно-каркасний;1.30;6;3;Зданий
просп. Перемоги;2;5Б;1980;0;з/б панель,к/б панель;3.40;24;2.51;Зданий
просп. Перемоги;2;5В;1995;0;цегла,шлакоблок;3.00;4;2.48;Зданий
просп. Перемоги;2;60;1994;0;шлакоблок;1.00;2;2.84;Зданий
просп. Перемоги;2;60А;1961;0;керамблок;1.20;17;3.03;Зданий
просп. Перемоги;2;61;1975;0;утеплювач,шлакоблок,цегла сілікатна;3.20;20;2.85;Зданий
просп. Перемоги;2;62;1999;0;шлакоблок;1.00;5;2.69;Зданий
просп. Перемоги;2;62А;1994;0;вентильований фасад,шлакоблок,керамблок;3.10;9;2.48;Зданий
просп. Перемоги;2;62Б;2021;4;монолітно-каркасний,к/б панель;3.00;19;2.9;Зданий
просп. Перемоги;2;63;1973;0;газоблок;1.40;1;2.96;Зданий
просп. Перемоги;2;63Б;1989;0;газоблок,шлакоблок;2.40;23;2.95;Зданий
просп. Перемоги;2;64;2013;4;з/б панель;1.70;23;2.78;Зданий
просп. Перемоги;2;65;1962;0;к/б панель,газоблок;3.10;24;2.45;Зданий
просп. Перемоги;2;65А;2006;0;цегла,цегла сілікатна;3.50;11;3.03;Зданий
просп. Перемоги;2;65Б;1969;0;монолітно-каркасний;1.30;21;2.97;Зданий
просп. Перемоги;2;66;1982;0;шлакоблок;1.00;14;2.57;Зданий
просп. Перемоги;2;67;2011;0;шлакоблок,монолітно-каркасний;2.30;13;3.05;Зданий
просп. Перемоги;2;67А;2011;0;монолітно-каркасний,газоблок;2.70;9;2.7;Зданий
просп. Перемоги;2;67Б;2009;1;утеплювач,газоблок;2.10;3;2.82;Зданий
просп. Перемоги;2;67В;1987;0;цегла сілікатна,з/б панель;3.20;8;2.65;Зданий
просп. Перемоги;2;67Г;1962;0;з/б панель,цегла;3.70;13;2.43;Зданий
просп. Перемоги;2;67Д;1986;0;монолітно-каркасний;1.30;6;3.05;Зданий
просп. Перемоги;2;67Е;2013;4;цегла сілікатна,керамблок;2.70;18;2.88;Зданий
просп. Перемоги;2;67корпВ;1968;0;монолітно-каркасний,керамблок;2.50;19;2.4;Зданий
просп. Перемоги;2;67корпІ;2012;2;керамблок;1.20;18;2.83;Зданий
просп. Перемоги;2;67корпЛ;1965;0;керамблок,цегла;3.20;12;2.9;Зданий
просп. Перемоги;2;67корпН;2020;0;цегла;2.00;4;2.74;Зданий
просп. Перемоги;2;67корпНВ;2010;1;к/б панель,монолітно-каркасний;3.00;12;2.9;Зданий
просп. Перемоги;2;67корпР;1969;0;цегла сілікатна,шлакоблок;2.50;23;2.4;Зданий
просп. Перемоги;2;68;1964;0;монолітно-каркасний;1.30;13;2.99;Зданий
просп. Перемоги;2;68А;2019;0;керамблок;1.20;4;2.64;Зданий
просп. Перемоги;2;69;2019;0;утеплювач,вентильований фасад;1.60;17;2.79;Зданий
просп. Перемоги;2;7;2021;4;цегла сілікатна;1.50;15;3.04;Зданий
просп. Перемоги;2;70;1966;0;газоблок;1.40;1;3.09;Зданий
просп. Перемоги;2;71;1965;0;монолітно-каркасний;1.30;10;2.59;Зданий
просп. Перемоги;2;71А;1989;0;монолітно-каркасний,з/б панель;3.00;23;2.94;Зданий
просп. Перемоги;2;72;1999;0;к/б панель;1.70;2;2.86;Зданий
просп. Перемоги;2;73;1979;0;шлакоблок,вентильований фасад;1.90;14;2.69;Зданий
просп. Перемоги;2;73Б;2004;0;вентильований фасад,шлакоблок,утеплювач;2.60;9;2.59;Зданий
просп. Перемоги;2;74;2004;0;вентильований фасад,з/б панель,монолітно-каркасний;3.90;11;2.69;Зданий
просп. Перемоги;2;75;1995;0;монолітно-каркасний;1.30;4;2.5;Зданий
просп. Перемоги;2;76;1995;0;шлакоблок,цегла сілікатна;2.50;11;2.96;Зданий
просп. Перемоги;2;77;1963;0;монолітно-каркасний,керамблок;2.50;21;2.9;Зданий
просп. Перемоги;2;77А;2001;0;газоблок;1.40;14;2.57;Зданий
просп. Перемоги;2;78;1992;0;керамблок,вентильований фасад;2.10;14;3.16;Зданий
просп. Перемоги;2;79;1985;0;шлакоблок,монолітно-каркасний;2.30;14;2.45;Зданий
просп. Перемоги;2;7А;1989;0;к/б панель;1.70;5;2.76;Зданий
просп. Перемоги;2;7Б;2019;0;цегла;2.00;5;2.87;Зданий
просп. Перемоги;2;7В;1972;0;газоблок;1.40;11;2.9;Зданий
просп. Перемоги;2;8;1964;0;з/б панель,шлакоблок;2.70;20;3.17;Зданий
просп. Перемоги;2;80;1993;0;шлакоблок;1.00;22;2.94;Зданий
просп. Перемоги;2;81;1997;0;шлакоблок,керамблок;2.20;10;3.08;Зданий
просп. Перемоги;2;82;2012;2;газоблок,цегла сілікатна;2.90;24;3.09;Зданий
просп. Перемоги;2;82А;2005;2;цегла;2.00;22;2.82;Зданий
просп. Перемоги;2;83;2018;2;к/б панель,утеплювач;2.40;7;2.53;Зданий
просп. Перемоги;2;84;1979;0;з/б панель;1.70;1;2.52;Зданий
просп. Перемоги;2;84А;1964;0;шлакоблок,утеплювач;1.70;19;2.52;Зданий
просп. Перемоги;2;84Б;2021;4;монолітно-каркасний,цегла;3.30;13;2.53;Зданий
просп. Перемоги;2;86;1965;0;з/б панель,монолітно-каркасний;3.00;13;2.68;Зданий
просп. Перемоги;2;87;1971;0;цегла;2.00;18;2.98;Зданий
просп. Перемоги;2;88;1980;0;вентильований фасад,керамблок,цегла сілікатна;3.60;10;2.91;Зданий
просп. Перемоги;2;89;1984;0;цегла сілікатна,з/б панель;3.20;19;2.67;Зданий
просп. Перемоги;2;89А;1979;0;монолітно-каркасний;1.30;8;3.04;Зданий
просп. Перемоги;2;89Б;1992;0;керамблок;1.20;18;2.56;Зданий
просп. Перемоги;2;9;1994;0;керамблок,газоблок;2.60;11;2.9;Зданий
просп. Перемоги;2;90;1980;0;цегла сілікатна;1.50;2;2.45;Зданий
просп. Перемоги;2;91;1973;0;вентильований фасад,к/б панель;2.60;11;3.19;Зданий
просп. Перемоги;2;92;1978;0;цегла сілікатна,керамблок;2.70;13;2.45;Зданий
просп. Перемоги;2;93;1976;0;монолітно-каркасний,вентильований фасад;2.20;23;2.84;Зданий
просп. Перемоги;2;93А;2003;1;цегла сілікатна,к/б панель;3.20;1;2.98;Зданий
просп. Перемоги;2;93Б;2021;4;цегла сілікатна,монолітно-каркасний;2.80;23;3.04;Зданий
просп. Перемоги;2;94;1984;0;цегла сілікатна,вентильований фасад;2.40;22;2.78;Зданий
просп. Перемоги;2;94А;1964;0;цегла,шлакоблок;3.00;18;2.64;Зданий
просп. Перемоги;2;97;1964;0;керамблок;1.20;3;2.63;Зданий
просп. Перемоги;2;98;1963;0;цегла,монолітно-каркасний;3.30;10;2.56;Зданий
просп. Перемоги;2;99;1966;0;керамблок,цегла;3.20;4;2.79;Зданий
просп. Перемоги;2;9А;1983;1;цегла сілікатна,газоблок;2.90;3;2.7;Зданий
вул. Булгакова;1;10;1975;0;газоблок,монолітно-каркасний;2.70;12;2.7;Зданий
вул. Булгакова;1;11;1977;0;з/б панель,шлакоблок;2.70;11;2.46;Зданий
вул. Булгакова;1;12;2016;2;монолітно-каркасний,газоблок,утеплювач;3.40;16;2.9;Невдала будівля
вул. Булгакова;1;12А;2021;4;к/б панель;1.70;20;2.66;Зданий
вул. Булгакова;1;13;1971;0;з/б панель,керамблок;2.90;21;2.9;Зданий
вул. Булгакова;1;13А;1982;0;газоблок,монолітно-каркасний;2.70;18;3.13;Зданий
вул. Булгакова;1;15;1984;0;шлакоблок;1.00;22;2.94;Зданий
вул. Булгакова;1;15А;1960;0;цегла,газоблок;3.40;8;2.59;Зданий
вул. Булгакова;1;16;1998;0;к/б панель,шлакоблок;2.70;5;2.65;Зданий
вул. Булгакова;1;18;2002;0;утеплювач,газоблок;2.10;8;3.12;Зданий
вул. Булгакова;1;2;1993;0;монолітно-каркасний;1.30;14;2.53;Зданий
вул. Булгакова;1;20;1992;0;газоблок,к/б панель;3.10;1;2.64;Зданий
вул. Булгакова;1;2А;2006;0;к/б панель;1.70;4;2.51;Зданий
вул. Булгакова;1;3;2014;5;вентильований фасад,цегла,з/б панель;4.60;8;2.5;Зданий
вул. Булгакова;1;4;2018;2;утеплювач,к/б панель;2.40;11;2.49;Зданий
вул. Булгакова;1;4А;2013;4;газоблок;1.40;16;2.5;Зданий
вул. Булгакова;1;5;1988;0;к/б панель;1.70;4;2.44;Зданий
вул. Булгакова;1;5А;2021;4;монолітно-каркасний,утеплювач;2.00;9;2.88;Зданий
вул. Булгакова;1;5Б;1978;0;монолітно-каркасний,цегла;3.30;2;2.68;Зданий
вул. Булгакова;1;6;1973;0;монолітно-каркасний,цегла сілікатна;2.80;12;2.65;Зданий
вул. Булгакова;1;6А;1974;0;керамблок,монолітно-каркасний;2.50;16;3.05;Зданий
вул. Булгакова;1;7;2013;4;монолітно-каркасний;1.30;11;3.02;Зданий
вул. Булгакова;1;8;1961;0;цегла;2.00;21;3.01;Зданий
вул. Булгакова;1;8А;2004;0;газоблок,шлакоблок;2.40;7;2.84;Зданий
вул. Булгакова;1;9;2002;0;газоблок;1.40;13;2.62;Зданий
вул. Руданського Степана;1;1;1974;0;газоблок,вентильований фасад;2.30;4;2.8;Зданий
вул. Руданського Степана;1;12;1979;0;шлакоблок;1.00;11;2.81;Зданий
вул. Руданського Степана;1;13;1976;0;газоблок;1.40;10;2.95;Зданий
вул. Руданського Степана;1;1А;1994;0;вентильований фасад,утеплювач;1.60;20;3.08;Зданий
вул. Руданського Степана;1;1Б;1961;0;утеплювач,монолітно-каркасний,з/б панель;3.70;6;3.08;Зданий
вул. Руданського Степана;1;3А;2019;0;монолітно-каркасний,з/б панель;3.00;21;2.5;Зданий
вул. Руданського Степана;1;6;1984;0;керамблок,утеплювач;1.90;18;2.43;Зданий
вул. Магістральна;1;1;2016;2;цегла сілікатна;1.50;3;3.16;Зданий
вул. Магістральна;1;10;2014;5;утеплювач,к/б панель,шлакоблок;3.40;1;2.62;Зданий
вул. Магістральна;1;10А;2001;0;газоблок,утеплювач;2.10;20;3.11;Зданий
вул. Магістральна;1;11;2003;1;цегла сілікатна;1.50;21;2.66;Зданий
вул. Магістральна;1;12;1990;0;к/б панель;1.70;7;2.66;Зданий
вул. Магістральна;1;16;1995;0;керамблок;1.20;7;2.77;Зданий
вул. Магістральна;1;18;1977;0;цегла сілікатна,вентильований фасад;2.40;16;3.18;Зданий
вул. Магістральна;1;19;1979;0;вентильований фасад,утеплювач,газоблок;3.00;19;2.79;Зданий
вул. Магістральна;1;1А;1965;0;вентильований фасад,монолітно-каркасний;2.20;17;2.48;Зданий
вул. Магістральна;1;2;1999;0;цегла,газоблок;3.40;24;3.02;Зданий
вул. Магістральна;1;20;1964;0;цегла сілікатна,цегла;3.50;21;2.77;Зданий
вул. Магістральна;1;21;2020;0;монолітно-каркасний,цегла сілікатна;2.80;13;2.61;Зданий
вул. Магістральна;1;22;2009;1;з/б панель;1.70;3;2.79;Зданий
вул. Магістральна;1;23;1969;0;цегла;2.00;21;3.08;Зданий
вул. Магістральна;1;24;1988;0;к/б панель,з/б панель;3.40;12;3.09;Зданий
вул. Магістральна;1;25;2020;0;з/б панель;1.70;6;2.94;Зданий
вул. Магістральна;1;27;1967;0;цегла;2.00;20;2.65;Зданий
вул. Магістральна;1;28;1987;0;монолітно-каркасний,утеплювач;2.00;13;2.95;Зданий
вул. Магістральна;1;29;1978;0;шлакоблок,газоблок;2.40;12;2.49;Зданий
вул. Магістральна;1;3;2008;1;утеплювач,монолітно-каркасний;2.00;8;3.19;Зданий
вул. Магістральна;1;30А;1982;0;шлакоблок,вентильований фасад;1.90;16;2.67;Зданий
вул. Магістральна;1;31;1963;0;утеплювач,к/б панель,цегла сілікатна;3.90;23;2.67;Зданий
вул. Магістральна;1;32;1973;0;к/б панель;1.70;23;2.95;Зданий
вул. Магістральна;1;33;2021;4;монолітно-каркасний,газоблок,утеплювач;3.40;16;2.7;Невдала будівля
вул. Магістральна;1;34;1996;0;монолітно-каркасний;1.30;4;2.8;Зданий
вул. Магістральна;1;36;2014;5;к/б панель;1.70;7;2.53;Зданий
вул. Магістральна;1;38;1978;0;вентильований фасад,керамблок;2.10;1;2.89;Зданий
вул. Магістральна;1;39;2014;5;утеплювач,цегла;2.70;15;2.73;Зданий
вул. Магістральна;1;4;1995;0;з/б панель,цегла;3.70;1;2.82;Зданий
вул. Магістральна;1;41;2008;1;керамблок,монолітно-каркасний;2.50;6;3.11;Зданий
вул. Магістральна;1;43;1986;0;цегла сілікатна,вентильований фасад;2.40;22;3.16;Зданий
вул. Магістральна;1;44;1981;0;монолітно-каркасний;1.30;7;2.4;Зданий
вул. Магістральна;1;46;1990;0;з/б панель;1.70;5;2.63;Зданий
вул. Магістральна;1;5;2007;1;цегла сілікатна,к/б панель;3.20;7;2.83;Зданий
вул. Магістральна;1;50;1986;0;шлакоблок;1.00;5;2.97;Зданий
вул. Магістральна;1;50А;1986;0;цегла,з/б панель;3.70;14;3.09;Зданий
вул. Магістральна;1;50Б;1990;0;з/б панель;1.70;16;2.98;Зданий
вул. Магістральна;1;51;1976;0;з/б панель;1.70;16;2.77;Зданий
вул. Магістральна;1;6;2001;0;газоблок;1.40;21;2.57;Зданий
вул. Магістральна;1;7;1999;0;з/б панель;1.70;21;2.51;Зданий
вул. Магістральна;1;7А;2003;1;вентильований фасад,шлакоблок;1.90;17;2.42;Зданий
вул. Магістральна;1;8;1991;0;газоблок,вентильований фасад;2.30;9;2.52;Зданий
вул. Хмельницького Богдана;1;1;2014;5;газоблок;1.40;11;2.99;Зданий
вул. Хмельницького Богдана;1;10;1981;0;цегла,утеплювач;2.70;6;3.09;Зданий
вул. Хмельницького Богдана;1;11;1968;0;к/б панель;1.70;1;3.11;Зданий
вул. Хмельницького Богдана;1;12;1991;0;утеплювач,монолітно-каркасний;2.00;8;2.43;Зданий
вул. Хмельницького Богдана;1;12А;1969;0;утеплювач,вентильований фасад,монолітно-каркасний;2.90;11;2.58;Зданий
вул. Хмельницького Богдана;1;14;1977;0;к/б панель;1.70;20;2.75;Зданий
вул. Хмельницького Богдана;1;15;2001;0;керамблок,цегла;3.20;24;2.64;Зданий
вул. Хмельницького Богдана;1;16;2018;2;цегла сілікатна,шлакоблок;2.50;12;2.48;Зданий
вул. Хмельницького Богдана;1;16Б;1998;0;керамблок;1.20;13;2.81;Зданий
вул. Хмельницького Богдана;1;17;2014;5;з/б панель;1.70;22;2.45;Зданий
вул. Хмельницького Богдана;1;18;1961;0;з/б панель,вентильований фасад;2.60;9;2.88;Зданий
вул. Хмельницького Богдана;1;19;2001;0;з/б панель,цегла сілікатна;3.20;16;3;Зданий
вул. Хмельницького Богдана;1;2;1981;0;керамблок;1.20;1;2.42;Зданий
вул. Хмельницького Богдана;1;21;1988;0;з/б панель,керамблок;2.90;22;2.74;Зданий
вул. Хмельницького Богдана;1;22;1995;0;монолітно-каркасний,утеплювач;2.00;24;2.73;Зданий
вул. Хмельницького Богдана;1;23;2021;4;з/б панель;1.70;8;2.63;Зданий
вул. Хмельницького Богдана;1;24;1970;0;газоблок;1.40;10;2.75;Зданий
вул. Хмельницького Богдана;1;25;1982;0;к/б панель,шлакоблок;2.70;5;2.78;Зданий
вул. Хмельницького Богдана;1;26;1993;0;керамблок,цегла сілікатна;2.70;2;3.06;Зданий
вул. Хмельницького Богдана;1;26Б;1999;0;цегла сілікатна,газоблок;2.90;5;2.89;Зданий
вул. Хмельницького Богдана;1;27;1993;0;шлакоблок;1.00;4;2.41;Зданий
вул. Хмельницького Богдана;1;29;1966;0;утеплювач,к/б панель;2.40;16;3.12;Зданий
вул. Хмельницького Богдана;1;3;2016;2;монолітно-каркасний,керамблок;2.50;15;2.42;Зданий
вул. Хмельницького Богдана;1;30;1998;0;шлакоблок,вентильований фасад;1.90;24;2.49;Зданий
вул. Хмельницького Богдана;1;31;1995;0;шлакоблок;1.00;1;2.88;Зданий
вул. Хмельницького Богдана;1;32;1973;0;утеплювач,монолітно-каркасний;2.00;7;3.05;Зданий
вул. Хмельницького Богдана;1;33;2015;2;шлакоблок,вентильований фасад;1.90;15;2.5;Зданий
вул. Хмельницького Богдана;1;34;1989;0;к/б панель;1.70;3;2.61;Зданий
вул. Хмельницького Богдана;1;35;1992;0;газоблок,утеплювач;2.10;9;2.53;Зданий
вул. Хмельницького Богдана;1;36;1999;0;керамблок,вентильований фасад;2.10;9;2.72;Зданий
вул. Хмельницького Богдана;1;36А;2004;0;газоблок;1.40;5;3.07;Зданий
вул. Хмельницького Богдана;1;36Б;1960;0;вентильований фасад,цегла сілікатна,з/б панель;4.10;6;2.56;Зданий
вул. Хмельницького Богдана;1;37;2011;0;утеплювач,керамблок;1.90;9;2.72;Зданий
вул. Хмельницького Богдана;1;39;2007;1;монолітно-каркасний,утеплювач;2.00;22;3.15;Зданий
вул. Хмельницького Богдана;1;3А;2004;0;цегла,з/б панель;3.70;6;2.79;Зданий
вул. Хмельницького Богдана;1;3Б;2010;1;з/б панель,газоблок;3.10;1;2.81;Зданий
вул. Хмельницького Богдана;1;4;2014;5;цегла,утеплювач;2.70;9;2.48;Зданий
вул. Хмельницького Богдана;1;41;1974;0;цегла сілікатна;1.50;12;3.02;Зданий
вул. Хмельницького Богдана;1;44Б;1993;0;утеплювач,монолітно-каркасний;2.00;20;2.95;Зданий
вул. Хмельницького Богдана;1;44В;1969;0;цегла сілікатна,з/б панель;3.20;16;3;Зданий
вул. Хмельницького Богдана;1;46;1961;0;керамблок;1.20;21;2.87;Зданий
вул. Хмельницького Богдана;1;47;1966;0;вентильований фасад,цегла сілікатна,шлакоблок;3.40;17;3.15;Зданий
вул. Хмельницького Богдана;1;48;2013;4;цегла;2.00;12;2.98;Зданий
вул. Хмельницького Богдана;1;48А;1973;0;з/б панель;1.70;16;3.04;Зданий
вул. Хмельницького Богдана;1;49;2019;0;з/б панель;1.70;10;3.13;Зданий
вул. Хмельницького Богдана;1;5;2011;0;монолітно-каркасний;1.30;18;2.84;Зданий
вул. Хмельницького Богдана;1;50;1968;0;к/б панель,монолітно-каркасний;3.00;17;3;Зданий
вул. Хмельницького Богдана;1;50Б;1975;0;монолітно-каркасний,утеплювач;2.00;24;2.61;Зданий
вул. Хмельницького Богдана;1;51А;1971;0;з/б панель;1.70;20;2.97;Зданий
вул. Хмельницького Богдана;1;51Б;2009;1;вентильований фасад,керамблок,цегла;4.10;15;2.87;Зданий
вул. Хмельницького Богдана;1;52;1989;0;керамблок;1.20;9;3.14;Зданий
вул. Хмельницького Богдана;1;52Б;2020;0;монолітно-каркасний,вентильований фасад;2.20;6;3.11;Зданий
вул. Хмельницького Богдана;1;52В;2006;0;цегла сілікатна,вентильований фасад;2.40;11;2.72;Зданий
вул. Хмельницького Богдана;1;53;1990;0;керамблок,утеплювач;1.90;14;2.6;Зданий
вул. Хмельницького Богдана;1;53Б;1970;0;цегла сілікатна,монолітно-каркасний;2.80;1;2.87;Зданий
вул. Хмельницького Богдана;1;54;2021;4;з/б панель,шлакоблок;2.70;24;2.8;Зданий
вул. Хмельницького Богдана;1;55;2012;2;керамблок;1.20;20;2.79;Зданий
вул. Хмельницького Богдана;1;55А;2013;4;газоблок,вентильований фасад;2.30;11;2.71;Зданий
вул. Хмельницького Богдана;1;56;1988;0;шлакоблок,монолітно-каркасний;2.30;2;2.69;Зданий
вул. Хмельницького Богдана;1;57;1996;0;з/б панель;1.70;18;3.05;Зданий
вул. Хмельницького Богдана;1;58;2018;2;цегла,утеплювач;2.70;5;2.8;Невдала будівля
вул. Хмельницького Богдана;1;59Б;1977;0;вентильований фасад,газоблок;2.30;15;2.4;Зданий
вул. Хмельницького Богдана;1;59В;1986;0;керамблок;1.20;24;2.86;Зданий
вул. Хмельницького Богдана;1;6;1978;0;утеплювач,вентильований фасад;1.60;18;2.78;Зданий
вул. Хмельницького Богдана;1;60;1993;0;монолітно-каркасний;1.30;20;3.04;Зданий
вул. Хмельницького Богдана;1;61;1989;0;керамблок,газоблок;2.60;10;2.61;Зданий
вул. Хмельницького Богдана;1;62;2015;2;утеплювач,з/б панель,монолітно-каркасний;3.70;18;2.84;Зданий
вул. Хмельницького Богдана;1;62В;1965;0;утеплювач,вентильований фасад;1.60;10;2.72;Зданий
вул. Хмельницького Богдана;1;63;1963;0;монолітно-каркасний;1.30;16;2.58;Зданий
вул. Хмельницького Богдана;1;63А;1982;0;шлакоблок,монолітно-каркасний;2.30;15;2.4;Зданий
вул. Хмельницького Богдана;1;63Г;1998;0;утеплювач,з/б панель,к/б панель;4.10;18;3.09;Зданий
вул. Хмельницького Богдана;1;65Б;2017;5;з/б панель;1.70;24;2.48;Зданий
вул. Хмельницького Богдана;1;66;2012;2;з/б панель;1.70;14;3.04;Зданий
вул. Хмельницького Богдана;1;68;1970;0;керамблок;1.20;23;2.86;Зданий
вул. Хмельницького Богдана;1;7;1962;0;шлакоблок,цегла сілікатна;2.50;17;2.72;Зданий
вул. Хмельницького Богдана;1;70;1974;0;газоблок;1.40;11;2.77;Зданий
вул. Хмельницького Богдана;1;70А;2007;1;газоблок,шлакоблок;2.40;19;2.71;Зданий
вул. Хмельницького Богдана;1;72;1983;1;з/б панель,газоблок;3.10;7;3.13;Зданий
вул. Хмельницького Богдана;1;78;2005;2;утеплювач,к/б панель;2.40;19;2.63;Зданий
вул. Хмельницького Богдана;1;78А;1993;0;утеплювач,монолітно-каркасний;2.00;8;2.7;Зданий
вул. Хмельницького Богдана;1;8;1976;0;газоблок,шлакоблок;2.40;3;2.88;Зданий
вул. Хмельницького Богдана;1;80;1998;0;вентильований фасад,утеплювач;1.60;17;3.19;Зданий
вул. Хмельницького Богдана;1;82;1983;1;монолітно-каркасний,шлакоблок;2.30;4;3;Зданий
вул. Хмельницького Богдана;1;84;1999;0;з/б панель;1.70;8;2.63;Зданий
вул. Хмельницького Богдана;1;86;1978;0;цегла сілікатна;1.50;16;3.04;Зданий
вул. Хмельницького Богдана;1;88;2002;0;вентильований фасад,к/б панель;2.60;7;3.16;Зданий
вул. Хмельницького Богдана;1;9;1987;0;вентильований фасад,цегла,газоблок;4.30;7;2.48;Зданий
вул. Хмельницького Богдана;1;92;1986;0;монолітно-каркасний,цегла сілікатна;2.80;1;3.19;Зданий
вул. Хмельницького Богдана;1;94;1972;0;утеплювач,газоблок;2.10;15;2.98;Зданий
вул. Хмельницького Богдана;1;9А;1973;0;цегла;2.00;21;2.96;Зданий
вул. Хмельницького Богдана;1;9Б;1984;0;керамблок,вентильований фасад;2.10;18;2.93;Зданий
вул. Жабаєва Жамбила;2;10;1985;0;вентильований фасад,шлакоблок;1.90;9;2.95;Зданий
вул. Жабаєва Жамбила;2;11;1996;0;цегла,вентильований фасад;2.90;7;2.98;Зданий
вул. Жабаєва Жамбила;2;12;1982;0;монолітно-каркасний;1.30;16;2.41;Зданий
вул. Жабаєва Жамбила;2;16;1991;0;монолітно-каркасний,газоблок;2.70;1;2.67;Зданий
вул. Жабаєва Жамбила;2;17;2013;4;утеплювач,шлакоблок;1.70;6;2.85;Зданий
вул. Жабаєва Жамбила;2;18;1972;0;керамблок,вентильований фасад;2.10;24;2.68;Зданий
вул. Жабаєва Жамбила;2;2;1997;0;вентильований фасад,газоблок;2.30;7;2.44;Зданий
вул. Жабаєва Жамбила;2;22;2014;5;монолітно-каркасний,шлакоблок,утеплювач;3.00;10;2.7;Невдала будівля
вул. Жабаєва Жамбила;2;2В;1978;0;монолітно-каркасний,з/б панель;3.00;6;2.49;Зданий
вул. Жабаєва Жамбила;2;4;1970;0;цегла сілікатна;1.50;24;2.85;Зданий
вул. Жабаєва Жамбила;2;4Б;1961;0;утеплювач,газоблок,вентильований фасад;3.00;4;2.62;Зданий
вул. Жабаєва Жамбила;2;7-д;2014;5;монолітно-каркасний,шлакоблок,утеплювач;3.00;8;3;Невдала будівля
вул. Жилянська;2;101;2002;0;з/б панель,керамблок;2.90;13;2.6;Зданий
вул. Жилянська;2;103;1998;0;монолітно-каркасний,цегла;3.30;18;3.03;Зданий
вул. Жилянська;2;104;1981;0;вентильований фасад,газоблок,шлакоблок;3.30;3;3.04;Зданий
вул. Жилянська;2;105;1963;0;вентильований фасад,шлакоблок;1.90;16;2.52;Зданий
вул. Жилянська;2;106;1993;0;шлакоблок,керамблок;2.20;12;2.97;Зданий
вул. Жилянська;2;106А;1962;0;цегла сілікатна,монолітно-каркасний;2.80;15;3.16;Зданий
вул. Жилянська;2;106Б;2017;5;утеплювач,керамблок;1.90;12;2.96;Зданий
вул. Жилянська;2;107;2005;2;з/б панель;1.70;6;2.7;Зданий
вул. Жилянська;2;108;2001;0;цегла сілікатна,шлакоблок;2.50;22;3.03;Зданий
вул. Жилянська;2;11;1964;0;утеплювач,цегла,з/б панель;4.40;18;2.59;Зданий
вул. Жилянська;2;110;1987;0;керамблок;1.20;5;2.62;Зданий
вул. Жилянська;2;114;1975;0;з/б панель,к/б панель;3.40;1;2.82;Зданий
вул. Жилянська;2;116;2001;0;вентильований фасад,цегла сілікатна,газоблок;3.80;9;2.63;Зданий
